timestamp,vehicle/a_ego,vehicle/acc_status,vehicle/brake,vehicle/brake_pressed,vehicle/cruise_accel,vehicle/cruise_available,vehicle/cruise_cancel,vehicle/cruise_decel,vehicle/cruise_engaged,vehicle/cruise_gap,vehicle/cruise_main,vehicle/cruise_resume,vehicle/cruise_set,vehicle/gas,vehicle/gas_pressed,vehicle/gear,vehicle/interval_ms,vehicle/lag_ms,vehicle/standstill,vehicle/steering_angle_deg,vehicle/steering_pressed,vehicle/steering_rate_deg,vehicle/steering_torque,vehicle/v_ego,vehicle/v_ego_raw,vehicle/wheel_fl,vehicle/wheel_fr,vehicle/wheel_rl,vehicle/wheel_rr,vehicle/yaw_rate,vehicle/zmq_interval_ms,vehicle/zmq_timestamp,sensors/imu/accel_x,sensors/imu/accel_y,sensors/imu/accel_z,sensors/imu/accuracy,sensors/imu/gyro_x,sensors/imu/gyro_y,sensors/imu/gyro_z,sensors/imu/interval_ms,sensors/imu/lag_ms,sensors/imu/mag_x,sensors/imu/mag_y,sensors/imu/mag_z,sensors/imu/temperature,sensors/imu/zmq_interval_ms,sensors/imu/zmq_timestamp,panda/alt_exp,panda/controls_allowed,panda/current_ma,panda/fault_status,panda/faults,panda/heartbeat_lost,panda/ignition_can,panda/ignition_line,panda/interval_ms,panda/lag_ms,panda/power_save,panda/safety_mode,panda/safety_param,panda/tx_blocked,panda/voltage_mv,panda/zmq_interval_ms,panda/zmq_timestamp,gps/data/alt,gps/data/bearing,gps/data/interval_ms,gps/data/lag_ms,gps/data/lat,gps/data/lon,gps/data/speed,gps/data/zmq_interval_ms,gps/data/zmq_timestamp,gps/location/alt,gps/location/bearing,gps/location/fix,gps/location/h_acc,gps/location/hdop,gps/location/interval_ms,gps/location/lag_ms,gps/location/lat,gps/location/lon,gps/location/sats,gps/location/speed,gps/location/v_acc,gps/location/vdop,gps/location/x,gps/location/y,gps/location/zmq_interval_ms,gps/location/zmq_timestamp,vision/lanes/frame_id,vision/lanes/interval_ms,vision/lanes/lag_ms,vision/lanes/left_far/prob,vision/lanes/left_far/y10,vision/lanes/left_far/y20,vision/lanes/left_far/y30,vision/lanes/left_near/prob,vision/lanes/left_near/y10,vision/lanes/left_near/y20,vision/lanes/left_near/y30,vision/lanes/mid_y20,vision/lanes/n_x,vision/lanes/right_far/prob,vision/lanes/right_far/y10,vision/lanes/right_far/y20,vision/lanes/right_far/y30,vision/lanes/right_near/prob,vision/lanes/right_near/y10,vision/lanes/right_near/y20,vision/lanes/right_near/y30,vision/lanes/zmq_interval_ms,vision/lanes/zmq_timestamp,camera/intrinsics/cx,camera/intrinsics/cy,camera/intrinsics/focal_px,camera/intrinsics/fx,camera/intrinsics/fy,camera/intrinsics/height,camera/intrinsics/lag_ms,camera/intrinsics/width,camera/intrinsics/zmq_timestamp,can/rx/interval_ms,can/rx/lag_ms,can/rx/n_frames,can/rx/zmq_interval_ms,can/rx/zmq_timestamp
18.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622,111,0,0.0302619319409132,-1.6005818843841553,-1.661027193069458,-2.001392126083374,0.010333056561648846,1.4862555265426636,1.4171711206436157,1.358025074005127,0.855045735836029,33,0.6266631484031677,-0.6937981843948364,-0.6579455137252808,-0.41838717460632324,0.7759758234024048,0.02977454662322998,0.2929203510284424,0.5979555249214172,111,18.702,,,,,,,,,,,,,,
18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327521324157715,0.6882356405258179,-1.220937728881836,0,0.08994726091623306,-0.025961007922887802,0.029778804630041122,57,0,-50.263999938964844,-1.2444000244140625,-13.72499942779541,0.0,57,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.749,-0.5312728881835938,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,0.20000000298023224,0,0.0,-33.0,15.911458015441895,15.911458015441895,16.02083396911621,15.949999809265137,15.895833015441895,15.779166221618652,0.009948376566171646,50,18.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,73,50,18.749
18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,99,0,0,15,0,0,12956,99,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.945966720581055,0.3652045428752899,-1.9007984399795532,0,-0.12140589207410812,-0.017409147694706917,-0.009315420873463154,75,0,-50.32500076293945,-1.0491999387741089,-13.74940013885498,0.0,75,18.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.64703369140625,8.0,998,0,55.60741337,37.59071574,15.920000076293945,998,18.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.64703369140625,8.0,3,0.0,0.0,998,0,55.60741337,37.59071574,0,15.920000076293945,0.0,0.0,27.90639617247406,211.0257317862478,998,18.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.8,0.051068324595689774,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,51,0,0,0.10000000149011612,0,0.0,-31.0,15.8671875,15.8671875,15.883333206176758,15.84375,15.808333396911621,15.933333396911621,0.005410520825535059,51,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,68,51,18.8
18.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,111,0,0.032518502324819565,-1.6034293174743652,-1.643500566482544,-1.9403502941131592,0.010080070234835148,1.4977338314056396,1.474105715751648,1.4732162952423096,0.8879871368408203,33,0.555642306804657,-0.7802507877349854,-0.7155780792236328,-0.46120548248291016,0.7405907511711121,0.04221224784851074,0.3018685579299927,0.6002996563911438,111,18.813,,,,,,,,,,,,,,
18.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.634601593017578,0.0729810893535614,-0.02153540402650833,0,-0.005344913341104984,-0.03023693896830082,-0.049020491540431976,57,0,-50.31279754638672,-1.097999930381775,-13.493199348449707,0.0,57,18.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.849,0.47833579778671265,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,49,0,0,0.10000000149011612,0,0.0,-35.0,15.848958015441895,15.848958015441895,15.904166221618652,15.875,15.850000381469727,15.766666412353516,0.0012217304902151227,49,18.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,99,0,0,15,0,0,13036,99,18.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,72,49,18.849
18.899,-0.041656494140625,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,-0.10000000149011612,0,0.0,-42.0,15.831249237060547,15.831249237060547,15.831250190734863,15.860416412353516,15.75,15.883333206176758,0.003490658476948738,50,18.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,69,50,18.899
18.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10110092163086,0.09451649338006973,-0.05623133108019829,0,0.046577103435993195,-0.04734066128730774,0.023059483617544174,64,0,-50.263999938964844,-0.8905999660491943,-13.249199867248535,0.0,64,18.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,71,51,18.95
18.951,-0.980377197265625,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,52,0,0,-0.5,0,-10.0,-70.0,15.831769943237305,15.831769943237305,15.820833206176758,15.883333206176758,15.785416603088379,15.837499618530273,0.0031415927223861217,52,18.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,102,0,0,15,0,0,13080,102,18.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,147,0,0.03251193091273308,-1.7207591533660889,-1.7281267642974854,-2.0184273719787598,0.011629392392933369,1.5986948013305664,1.6088485717773438,1.629136562347412,0.906488299369812,33,0.6854124665260315,-0.9272720813751221,-0.8157532215118408,-0.5277001857757568,0.8170520067214966,-0.02216362953186035,0.20412802696228027,0.5004506707191467,147,18.96,,,,,,,,,,,,,,
18.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.922835350036621,0.029910283163189888,-0.5805585980415344,0,-0.04077405482530594,0.003970507066696882,0.05543438717722893,70,0,-50.28839874267578,-0.9515999555587769,-13.76159954071045,0.0,70,18.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,68,49,18.999
19.0,0.021272776648402214,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,49,0,0,-0.800000011920929,0,-0.0,-69.0,15.794792175292969,15.794792175292969,15.808333396911621,15.772916793823242,15.789583206176758,15.808333396911621,0.0022689281031489372,49,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.192028045654297,0.5769693851470947,-0.1136590763926506,0,-0.04993676394224167,0.02229592576622963,-0.01175880990922451,57,0,-50.3859977722168,-1.18340003490448,-13.956799507141113,0.0,57,19.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.051,-0.4607347249984741,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,51,0,0,-1.0,0,0.0,-65.0,15.735417366027832,15.735417366027832,15.720833778381348,15.727083206176758,15.685416221618652,15.808333396911621,0.0026179938577115536,51,19.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,74,52,19.051
19.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,102,0,0,15,0,0,12885,102,19.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,128,0,0.03022301383316517,-1.6102404594421387,-1.6418726444244385,-1.9434685707092285,0.010002855211496353,1.5784772634506226,1.585181713104248,1.6076923608779907,0.8057617545127869,33,0.6135082244873047,-1.0481767654418945,-0.933395266532898,-0.6292252540588379,0.7737104892730713,-0.22341936826705933,0.026341795921325684,0.33089548349380493,128,19.088,,,,,,,,,,,,,,
19.099,0.7703900337219238,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,48,0,0,-1.100000023841858,0,0.0,-42.0,15.727603912353516,15.727603912353516,15.695833206176758,15.766666412353516,15.739583015441895,15.708333015441895,0.003490658476948738,48,19.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,68,48,19.099
19.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.144171714782715,-0.8679963946342468,0.2392822653055191,0,-0.024281177669763565,0.008857285603880882,0.020005248486995697,73,0,-50.263999938964844,-1.573799967765808,-13.72499942779541,0.0,73,19.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.149,-0.22914886474609375,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,-1.0,0,0.0,-21.0,15.670833587646484,15.670833587646484,15.679166793823242,15.649999618530273,15.620833396911621,15.733333587646484,-0.0010471974965184927,50,19.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,19.149
19.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,100,0,0,15,0,0,13071,100,19.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.617851257324219,0.5566303730010986,-0.25722843408584595,0,0.001985253533348441,0.002748812548816204,0.06642963737249374,60,0,-50.27619934082031,-1.7323999404907227,-13.822599411010742,0.0,60,19.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,19.199
19.2,0.22914886474609375,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,51,0,0,-0.8999999761581421,0,0.0,1.0,15.667187690734863,15.667187690734863,15.691666603088379,15.652083396911621,15.672916412353516,15.652083396911621,-0.0013962633674964309,51,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.296914100646973,0.6846463680267334,0.0849452018737793,0,-0.010842538438737392,0.03512371703982353,0.03833066672086716,61,0,-50.04439926147461,-1.8421999216079712,-13.700599670410156,0.0,61,19.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,139,0,0.028051884844899178,-1.7155747413635254,-1.7379701137542725,-2.036708116531372,0.009162974543869495,1.6880199909210205,1.7264389991760254,1.782984972000122,0.8550514876842499,33,0.5963009595870972,-0.9176820516586304,-0.7963199615478516,-0.48255622386932373,0.7570826411247253,-0.25966519117355347,-0.016336023807525635,0.294542133808136,139,19.227,,,,,,,,,,,,,,
19.249,-0.32291412353515625,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,49,0,0,-0.5,0,5.0,44.0,15.654687881469727,15.654687881469727,15.668749809265137,15.637499809265137,15.65625,15.65625,-0.00331612559966743,49,19.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,19.249
19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,97,0,0,15,0,0,13089,97,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.299,-0.34374237060546875,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,0.20000000298023224,0,15.0,51.0,15.613020896911621,15.613020896911621,15.631250381469727,15.604166984558105,15.560416221618652,15.65625,-0.003839724464341998,50,19.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,19.299
19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.504988670349121,-0.18065811693668365,-0.99481600522995,0,-0.07070557028055191,0.013133215717971325,0.04016320779919624,73,0,-50.2151985168457,-1.7323999404907227,-13.737199783325195,0.0,73,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.349,0.6146049499511719,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,0.8999999761581421,0,15.0,64.0,15.61875057220459,15.61875057220459,15.637499809265137,15.672916412353516,15.604166984558105,15.560416221618652,0.0,50,19.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,19.349
19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,100,0,0,15,0,0,12920,100,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.386544227600098,0.038285162299871445,-0.23449662327766418,0,0.022754060104489326,0.016798298805952072,-0.06551336497068405,57,0,-50.23959732055664,-1.8421999216079712,-14.578999519348145,0.0,57,19.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,159,0,0.03311898931860924,-2.0286920070648193,-2.0226311683654785,-2.282383441925049,0.01015305332839489,1.785520315170288,1.8360673189163208,1.8904895782470703,1.034450888633728,33,0.5633949637413025,-0.7757337093353271,-0.6287178993225098,-0.3001387119293213,0.7481614947319031,0.029612302780151367,0.23283445835113525,0.511299192905426,159,19.386,,,,,,,,,,,,,,
19.399,-0.6041717529296875,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,1.399999976158142,0,5.0,80.0,15.572916984558105,15.572916984558105,15.631250381469727,15.604166984558105,15.481249809265137,15.574999809265137,0.0027925267349928617,50,19.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,67,50,19.399
19.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.480263710021973,0.1698904037475586,-0.367597371339798,0,-0.004123218823224306,-0.02107422985136509,-0.00992626789957285,69,0,-50.36159896850586,-2.0251998901367188,-14.664400100708008,0.0,69,19.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.449,-0.16666412353515625,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,1.600000023841858,0,0.0,68.0,15.563541412353516,15.563541412353516,15.602083206176758,15.602083206176758,15.545833587646484,15.504166603088379,0.01012290921062231,50,19.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,73,50,19.449
19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,100,0,0,15,0,0,13160,100,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37348461151123,0.064606212079525,0.6140581369400024,0,0.0978882759809494,-0.021685076877474785,-0.027029991149902344,65,0,-50.32500076293945,-2.171599864959717,-14.335000038146973,0.0,65,19.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,107,0,0.0464826263487339,-1.8701574802398682,-1.8677098751068115,-2.110231399536133,0.012316711246967316,1.8029017448425293,1.8959882259368896,2.009545087814331,0.9242471158504486,33,0.4463885426521301,-0.7153258323669434,-0.6242464780807495,-0.37346434593200684,0.6961483955383301,-0.26728105545043945,-0.04749399423599243,0.2419847846031189,107,19.493,,,,,,,,,,,,,,
19.499,-0.0208282470703125,3,-4.440891999238953e-18,0,0,1,0,0,1,0,0,0,0,0.0,0,8,50,0,0,1.600000023841858,0,0.0,69.0,15.526041984558105,15.526041984558105,15.545833587646484,15.581250190734863,15.462499618530273,15.514583587646484,0.012391837313771248,50,19.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,69,50,19.499
